Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
QTF62025.1	3.2.1.185|3.2.1.-	GH142(39-508)	GH142_e0	GH142	Y(1-22)	3
QTG79649.1	-	GT51(76-265)	GT51_e64	GT51	Y(1-44)	3
QTH41338.1	3.2.1.8|-	CBM9(67-229)+GH10(1101-1437)+CBM9(1466-1642)	CBM9_e11+GH10_e126+CBM9_e18	CBM22+GH10	Y(1-33)	3
QTP54178.1	3.2.1.4	CBM2(4-99)	CBM2_e52	CBM2	N	3
QTR92561.1	-	GH184(281-402)	CBM50_e279+CBM50_e279+CBM50_e279	CBM50	Y(1-23)	3
QTR93604.1	4.2.2.1	CBM70(84-249)+PL8_1(713-988)	CBM70_e0+PL8_e2	CBM70+PL8_1	Y(1-29)	3
QTU52616.1	3.2.1.145|-	GH93(63-372)+CBM13(402-538)+CBM13(546-682)	GH93_e6+CBM13_e360+CBM13_e261	CBM13+GH93	N	3
QTX12662.1	-	PL9_2(22-369)	PL9_e15	GH160	Y(1-23)	3
QUB45386.1	-	GH16(39-369)+CBM72(487-609)	GH16_e346+CBM72_e0	CBM72+GH16	Y(1-21)	3
QUB55579.1	-	GH57(20-322)	GH57_e10	GH57	N	3
QUE93098.1	-	GH50(78-781)	GH50_e15	GH50	Y(1-21)	3
QUH27692.1	3.2.1.51	GH151(27-165)	GH151_e0	GH151	N	3
QUL53772.1	3.2.1.51	GH151(26-155)	GH151_e0	GH151	N	3
QUP66809.1	-	PL9(14-411)	PL9_e20	PL9	Y(1-19)	3
QUT23621.1	-	GH138(1-899)	GH138_e1	GH138	Y(1-27)	3
QUT33909.1	4.2.2.-|3.2.1.-	PL42(50-342)	PL42_e0	PL42	N	3
QUT61434.1	4.2.2.1	PL30(73-783)	PL30_e0	PL30	Y(1-21)	3
QUT74347.1	4.2.2.1	PL30(52-741)	PL30_e0	PL30	Y(1-22)	3
QUT74831.1	3.2.1.113|-	GH76(169-484)+CBM6(527-651)	GH76_e19+CBM6_e86+CBM32_e124+CBM32_e124+CBM32_e90	CBM6+GH76	Y(1-20)	3
QUT85552.1	-	PL11(56-617)	PL11_e1	PL11	Y(1-27)	3
QUU07041.1	-	PL35(382-552)	PL35_e4	PL35	N	3
QUU09513.1	N	CBM97(19-141)	N	N	N	1
QUX91975.1	4.2.2.2	PL2(5-545)	PL2_e0	PL2	N	3
QVI66009.1	3.2.1.-|3.2.1.4|-	CBM2(30-129)+GH5_4(187-464)+CBM46(494-580)	CBM2_e99+GH5_e262+CBM46_e0	CBM2+CBM46+GH5_4	Y(1-24)	3
QVI66377.1	3.2.1.21|-	CBM32(45-179)+CBM11(485-656)+GH3(855-1095)	CBM32_e203+CBM11_e0+CBM11_e0+GH3_e161	CBM11+CBM32+GH3	Y(1-35)	3
QVM83466.1	-	GH142(62-534)	GH142_e2	GH142	Y(1-26)	3
QVQ38747.1	-	GT102(52-303)+GT103(347-555)	GT102_e1+GT103_e1	GT102+GT103	N	3
QVQ79568.1	2.4.1.182	GT19(7-357)	GT19_e17	GT19	N	3
QVY66125.1	-	GH117(196-356)	GH117_e7+GH117_e7	GH117	N	3
QWB20709.1	4.2.2.1	PL16(94-372)	PL16_e0	PL16	N	3
QWD14764.1	-	GT11(15-302)	GT11_e48	GT11	N	3
QWD39164.1	-	GT114(493-547)	GT114_e2	GT114	N	3
QWD60368.1	-	GT17(24-283)	GT17_e1	GT17	N	3
QWF32174.1	-	GH16_21(27-253)	GH16_e135	GH16	Y(1-23)	3
QWG05394.1	-	GH167(32-747)	GH167_e3	GH167	N	3
QWG05426.1	-	PL25(26-445)	PL25_e0	PL25	Y(1-27)	3
QWG10395.1	3.2.1.39	GH128(70-288)	GH128_e14	GH128	Y(1-26)	3
QWH88783.1	-	GT102(123-361)	GT102_e0	GT102	N	3
QWN09945.1	3.2.1.187	GH121(19-1450)	GH121_e0	GH121	N	3
QWN28802.1	-	GH35(51-243)	GH35_e3	GH35	Y(1-37)	3
QWP42051.1	3.2.1.-	GH110(2-498)	GH110_e12	CBM51+GH110	N	3
QWP61764.1	-	CBM32(52-174)+GH123(184-704)	CBM32_e41+GH123_e0	CBM32+GH123	Y(1-21)	3
QWR92515.1	-	GT60(7-319)	GT60_e2	GT60	N	3
QXD22837.1	4.2.2.-	PL39(35-790)	PL39_e1	PL39	Y(1-19)	3
QXO18324.1	-	GH16_21(2-197)	GH16_e260	GH16	N	3
QXO68907.1	2.4.1.-	GT26(69-238)	GT26_e141	GT26	N	3
QXP57426.1	-	GH114(60-245)	GH114_e18	GH114	Y(1-26)	3
QXP57528.1	-	PL40(2-901)	PL40_e1	PL40	Y(1-21)	3
QXP66752.1	-	PL6(37-432)	PL6_e13+CBM32_e182	PL6	Y(1-21)	3
QXP79022.1	N	GH157(1-571)	N	GH157	Y(1-24)	2
QXP90912.1	2.4.1.333	GH94(592-1103)	GH94_e5	GH94	N	3
QXQ28276.1	-	GH64(38-409)	GH64_e13	GH64	Y(1-30)	3
QXT31225.1	3.2.1.49	GH129(3-627)	GH129_e0	GH129	N	3
QXW96986.1	3.2.1.-	GH38(6-275)	GH38_e12	GH38	N	3
QXX72951.1	-	GT8(7-259)	GT8_e84	GT8	N	3
QYB16565.1	-	GH29(39-358)+CBM47(702-846)	GH29_e35+CBM47_e31	CBM47+GH29	Y(1-22)	3
QYF90359.1	3.2.1.39	GH128(65-284)	GH128_e14	GH128	Y(1-31)	3
QYF96433.1	-	GH175(195-390)	GH63_e16	GH175	N	3
QYF98305.1	N	GH184(68-202)	N	GH184	Y(1-35)	2
QYK16014.1	-	PL1(203-378)+CBM77(635-738)	PL1_e59+CBM77_e0	CBM77+PL1	Y(1-20)	3
QYM78970.1	-	PL39(76-802)	PL39_e0	PL39	N	3
QYN25939.1	3.2.1.39|3.2.1.132|3.2.1.14	GH75(3-137)+CBM13(168-283)	GH75_e0+CBM13_e183	CBM13+GH75	N	3
QYN33777.1	4.2.2.3	PL41(35-369)	PL41_e1	PL41	Y(1-28)	3
QYN34315.1	4.2.2.3	PL41(40-337)	PL41_e1	PL41	Y(1-24)	3
QYS97060.1	-	GT32(94-178)	GT32_e76	GT32	N	3
QYS98817.1	2.4.99.18	GT66(21-662)	GT66_e1	GT66	N	3
QYT02163.1	2.4.1.25|3.2.1.33	GH13_25(1090-1541)	GH13_e153+GH133_e0	GH13_25+GH133	N	3
QYU55671.1	-	GH30(35-483)	GH30_e52	GH30	N	3
QZA99412.1	-	GH50(78-785)	GH50_e15	GH50	Y(1-21)	3
QZE14320.1	-	GH181(31-367)	GH33_e48	GH0	N	3
QZI82025.1	2.4.1.27	GT63(1-344)	GT63_e0	GT63	N	3
QZT37473.1	-	PL13(18-332)	PL13_e1	PL13	N	3
QZU81115.1	N	GH182(406-642)	N	GH182	N	2
QZZ49013.1	-	CE4(30-151)+CBM8(260-400)	CE4_e339+CBM8_e0	CBM8+CE0	Y(1-26)	3
RAV04095.1	-	GH169(189-363)+CBM66(825-993)+CBM66(1228-1367)	GH169_e0+CBM32_e26+CBM32_e26+CBM66_e20+CBM66_e20	CBM32+CBM66+GH169	Y(1-38)	3
SBO67175.1	2.4.99.4|2.4.99.1|2.4.99.6	GT52(74-341)	GT52_e0	GT52	N	3
SBT49350.1	3.2.1.55|3.2.1.-|-	CBM2(37-136)+GH62(173-443)	CBM2_e13+GH62_e0	CBM2+GH62	Y(1-33)	3
SCD21480.1	3.2.1.31|3.2.1.185	GH137(32-376)+GH2(382-909)+CBM57(1073-1239)+CBM97(1286-1409)	GH137_e0+GH2_e99+CBM57_e0	CBM57+GH137+GH2	Y(1-37)	3
SCG40062.1	3.2.1.55|3.2.1.37|-	CBM13(64-189)+GH54(216-532)	CBM13_e231+GH54_e0	CBM13+GH54	N	3
SCM59677.1	-	CE6(116-215)	CE6_e8	CE6	N	3
SCV07750.1	-	GH30(44-353)	GH30_e45	GH30	Y(1-30)	3
SDP56072.1	-	GT87(76-314)	GT87_e24	GT87	N	3
SDR70637.1	-	GH82(38-225)	GH82_e5	GH82	N	3
SDS05265.1	-	GH180(45-343)	GH39_e93	GH180	N	3
SDS23585.1	-	GH168(96-380)	GH168_e0	GH168	Y(1-24)	3
SDS74621.1	3.2.1.4|-	CBM3(37-122)+GH124(188-416)	CBM3_e22+GH124_e0	CBM3+GH124	Y(1-30)	3
SDS92419.1	-	CBM35(277-398)	CBM35_e70	CBM35	Y(1-29)	3
SDT69013.1	3.2.1.-|3.2.1.4	GH5_4(56-332)+CBM46(361-447)	GH5_e262+CBM46_e0	CBM46+GH5_4	Y(1-27)	3
SDU29472.1	-	GH130_7(10-324)	GH130_e32	GH130	N	3
SDU78477.1	-	GH68_2(23-246)	GH68_e8	GH68	N	3
SDU84430.1	3.2.1.4	GH6(59-403)	GH6_e26	GH6	Y(1-32)	3
SEN23948.1	-	GH93(58-338)+CBM13(432-551)+CBM13(567-685)	GH93_e2+CBM13_e321+CBM13_e321	CBM13+GH93	Y(1-32)	3
SEN62377.1	3.2.1.24	GH38(255-508)	GH38_e38	GH38	N	3
SFD27915.1	-	PL25(33-464)	PL25_e0	PL25	Y(1-30)	3
SFM34619.1	-	GH130_3(70-242)	GH130_e31	GH130	N	3
SGZ57780.1	-	GT91(136-658)	GT91_e3	GT91	N	3
SJX64762.1	3.2.1.55|3.2.1.-	GH62(29-300)	GH62_e0	GH62	Y(1-21)	3
SLL98850.1	3.2.1.132	GH46(51-262)	GH46_e9	GH46	N	3
SMB98942.1	3.2.1.1|2.4.1.18|-	GH57(6-415)+GT4(739-889)	GH57_e30+GT4_e1648	GH57+GT4	N	3
SMR45046.1	-	AA12(29-424)	AA12_e5	AA12	Y(1-23)	3
SNR16579.1	3.2.1.-	GH127(34-573)	GH127_e13	GH127	N	3
SNV04122.1	-	GH16(34-239)	GH16_e20	GH16	Y(1-21)	3
SNV25628.1	-	GH170(3-358)	GH170_e16	GH170	N	3
SNV60610.1	-	GT52(26-281)	GT52_e18	GT52	N	3
SNV95494.1	3.2.1.-	GH3(78-303)	GH3_e105	GH3	N	3
SNW10682.1	-	GH23(96-232)	GH23_e326+CBM50_e739+CBM50_e914	CBM50+GH23	Y(1-23)	3
SON65384.1	3.2.1.86	GH1(3-456)	GH1_e103	GH1	N	3
SOV22460.1	-	GT68(7-315)	GT68_e2	GT68	N	3
SPJ10167.1	-	GT68(49-389)	GT68_e2	GT68	N	3
SQE83959.1	-	GT51(87-272)	GT51_e22	GT51	N	3
SQF61520.1	4.2.2.1	PL16(56-333)	PL16_e0	PL16	N	3
SQG19752.1	2.4.1.5|2.4.1.-|2.4.1.140	GH70(271-1092)	GH70_e0	GH70	Y(1-42)	3
SVE80007.1	2.4.1.221	GT65(27-360)	GT65_e0	GT65	Y(1-18)	3
UAC00900.1	-	GH59(58-678)+CBM13(690-809)	GH59_e3+CBM13_e336	CBM13+GH59	Y(1-43)	3
UAJ80212.1	-	GH127(30-552)	GH127_e11	GH127	N	3
UAL30567.1	3.2.1.-|-	AA5(11-634)+CBM32(578-693)+CBM32(807-921)	AA5_e18+CBM32_e33+CBM32_e159	AA5+CBM32	Y(1-36)	3
UAY76623.1	2.4.1.17	GT70(16-382)	GT70_e0	GT70	N	3
UBD09738.1	3.2.1.-|3.2.1.63	GH95(21-798)	GH95_e1	GH95	Y(1-21)	3
UBD15395.1	3.2.1.40|3.2.1.-	CBM67(143-328)+GH78(353-864)	CBM67_e28+GH78_e2	CBM67+GH78	Y(1-20)	3
UBD17455.1	-	CBM89(205-499)	CBM89_e0	CBM89	Y(1-22)	3
UBD64044.1	-	PL32(1-620)	PL14_e17	PL32	N	3
UBD66434.1	-	PL1(211-389)+CBM77(576-677)	PL1_e59+CBM77_e0	CBM77+PL1	Y(1-22)	3
UBD69907.1	4.2.2.-|3.2.1.-	PL42(36-328)	PL42_e0	PL42	Y(1-21)	3
UBD70698.1	-	GH51_2(50-421)	GH51_e27	GH51	Y(1-33)	3
UBE40585.1	3.2.1.174	GH106(23-919)	GH106_e0	GH106	Y(1-20)	3
UBF11497.1	2.4.1.109	GT105(82-213)	GT105_e5	GT0	N	3
UBF13018.1	-	GH133(285-636)	GH133_e1	GH133	N	3
UBF14227.1	N	CBM97(19-141)	N	N	N	1
UBK27973.1	3.2.1.50|3.2.1.169|3.2.1.52	GH84(200-491)+CBM32(789-905)	GH84_e9+CBM32_e6	CBM32+GH84	Y(1-33)	3
UBK32310.1	3.2.1.22	GH36(12-710)	GH36_e0	GH36	N	3
UBK63846.1	3.2.1.-|3.2.1.102	CBM51(37-198)+GH98(214-533)	CBM51_e7+GH98_e1	CBM51+GH98	N	3
UBK92492.1	3.2.1.23|3.2.1.31	GH2(36-891)	GH2_e104	GH2	N	3
UBK99380.1	3.2.1.53|3.2.1.-|-	CBM40(65-228)+GH123(899-1418)+CBM32(1576-1692)	CBM40_e5+GH123_e16+CBM32_e103	CBM32+CBM40+GH123	Y(1-30)	3
UBM40042.1	3.2.1.-|4.2.2.18	GH91(3-448)	GH91_e0	GH91	N	3
UBV37234.1	-	CBM50(88-129)+CBM50(152-193)	CBM50_e114+CBM50_e451+CBM50_e451	CBM50	Y(1-26)	3
UBX33096.1	3.2.1.86|3.2.1.85|3.2.1.21	GH1(1-458)	GH1_e13	GH1	N	3
UBY94638.1	3.2.1.1|-	GH13_28(93-368)+CBM25(840-914)	GH13_e34+CBM25_e7	CBM25+CBM26+GH13_28	Y(1-53)	3
UBZ03473.1	3.2.1.1|-	GH13_28(93-373)+CBM74(643-952)+CBM25(1054-1132)	GH13_e34+CBM74_e0+CBM25_e7	CBM25+CBM74+GH13_28	Y(1-51)	3
UCA52621.1	3.2.1.14|3.2.1.-|-	CBM16(41-153)+GH18(275-596)	CBM16_e29+GH18_e14	CBM16+GH18	Y(1-37)	3
UCJ08962.1	3.2.1.39	GH16_3(51-272)+CBM92(297-403)	GH16_e11	GH16_3	Y(1-34)	3
UCM87343.1	-	PL1(103-282)	PL1_e87	PL1	Y(1-31)	3
UCM90490.1	-	CBM13(47-185)+PL1(243-419)	CBM13_e337+PL1_e69	CBM13+PL1	Y(1-31)	3
UCQ00088.1	2.4.1.-	GT26(62-231)	GT26_e141	GT26	N	3
UCS28447.1	2.4.1.265|2.4.1.-	GT57(22-535)	GT57_e1	GT57	N	3
UCV05484.1	-	PL15(397-529)	PL15_e9	PL15	Y(1-23)	3
UCZ38729.1	3.2.1.18	GH83(29-580)	GH83_e0	GH83	N	3
UDD56841.1	1.1.99.18	AA8(31-222)	AA8_e5	AA8	Y(1-26)	3
UDF11703.1	-	GT87(80-311)	GT87_e37	GT87	N	3
UDQ90594.1	2.4.1.15	GT20(2-455)	GT20_e1	GT20	Y(1-22)	3
UEG52832.1	3.2.1.40	GH106(396-1147)	GH106_e44	GH106	N	3
UEJ81620.1	-	GH127(50-571)	GH127_e8	GH127	N	3
UFH25796.1	2.4.1.224|2.4.1.-	GT45(86-198)+GT93(334-639)	GT45_e4+GT93_e0	GT45+GT93	N	3
UFH31836.1	3.2.1.111	GH29(21-386)	GH29_e7	GH29	Y(1-25)	3
UFN93153.1	3.2.1.1|3.2.1.98	CBM25(34-110)+CBM25(153-229)+GH13_42(400-844)	CBM25_e11+CBM25_e11+GH13_e160	CBM25+GH13_42	Y(1-32)	3
UFW98127.1	-	GH46(58-268)	GH46_e6	GH46	N	3
UGB14368.1	4.2.2.n1	GH104(11-156)	GH104_e0	N	N	2
UGO48114.1	2.4.1.26	GT72(32-383)	GT72_e0	GT72	N	3
UGO48392.1	2.4.1.26	GT72(32-383)	GT72_e0	GT72	N	3
UHH17129.1	4.2.2.14	PL31(57-147)	PL31_e0	N	Y(1-43)	2
UHH17181.1	-	GH114(68-238)	GH114_e8	GH114	Y(1-40)	3
UII22318.1	3.2.1.20|-	GH76(52-213)+CBM88(536-619)+CBM6(719-838)	GH76_e39+CBM88_e1+CBM6_e21	CBM6+CBM88+GH76	Y(1-24)	3
UII23919.1	3.2.1.4|3.2.1.-|3.2.1.151|3.2.1.8	GH5_4(57-349)+CBM64(474-543)	GH5_e31+CBM64_e0	CBM64+GH5_4	Y(1-31)	3
UII25637.1	3.2.1.4|3.2.1.-|3.2.1.151|3.2.1.8	GH5_4(60-351)+CBM64(472-542)	GH5_e31+CBM64_e0	CBM64+GH5_4	N	3
UII29588.1	-	PL1(56-275)+CBM88(357-441)+CBM88(448-532)	PL1_e102+CBM88_e1+CBM88_e1	CBM88+PL1	Y(1-23)	3
UII77596.1	-	PL12(311-440)	PL12_e38	PL0	N	3
UIJ83391.1	3.2.1.51	GH151(32-172)	GH151_e0	GH151	N	3
UIK34891.1	-	GH38(3-259)	GH38_e31	GH38	N	3
UIR23182.1	3.2.1.55|3.2.1.37|-	GH54(32-342)+CBM13(359-477)+CBM13(488-605)	GH54_e0+CBM13_e67+CBM13_e67	CBM13+GH54	Y(1-28)	3
UIZ20362.1	3.2.1.4|3.2.1.151	GH12(3-149)	GH12_e34	N	N	2
UJD00631.1	3.2.1.23|3.2.1.108	GH2(180-796)+CBM71(1525-1724)+CBM71(1872-2071)	GH2_e0+CBM71_e0+CBM71_e0	CBM71+GH2	Y(1-39)	3
UJD19992.1	2.4.1.27	GT63(1-340)	GT63_e0	GT63	N	3
UJD87488.1	2.4.1.1	GT35(95-802)	GT35_e0	GT35	N	3
UJH89717.1	-	GH136(2-315)	GH136_e15	GH136	N	3
UJR34130.1	-	GH162(23-527)	GH162_e1	GH162	Y(1-21)	3
UJV39525.1	3.2.1.91|3.2.1.4|3.2.1.8	CBM2(37-136)+GH6(174-516)	CBM2_e91+GH6_e0	CBM2+GH6	Y(1-25)	3
UJW20705.1	3.2.1.141|3.2.1.1|-	GH13_10(118-415)	CBM48_e0+GH13_e120	CBM48+GH13_10	N	3
UJW59514.1	2.4.1.97	GH161(2-1061)	GH161_e0	GH161	N	3
UJX19411.1	-	GH53(40-341)	GH53_e0	GH53	Y(1-35)	3
UKA04106.1	N	CBM9(39-237)	N	CBM0	Y(1-22)	2
UKE52667.1	2.4.1.17	GT70(1-364)	GT70_e0	GT70	N	3
UKF05006.1	-	GH42(31-396)	GH42_e6	GH42	N	3
UKF32715.1	-	CBM38(163-287)+GH81(327-849)+CBM32(1311-1423)+CBM32(1542-1652)+CBM32(1673-1790)	CBM38_e9+GH81_e8+CBM32_e53+CBM32_e53+CBM32_e53	CBM32+CBM38+GH81	Y(1-42)	3
UKK53619.1	3.1.1.-|3.2.1.156	CE15(59-380)+GH8(440-803)	CE15_e21+GH8_e12	CE15+GH8	Y(1-24)	3
UKK58682.1	3.2.1.88|-	GH27(203-414)+CBM51(492-630)+CBM51(640-735)	GH27_e28+CBM51_e39	CBM51+GH27	Y(1-21)	3
UKK59945.1	3.2.1.8|-	CBM89(60-368)+GH10(472-788)	CBM89_e0+GH10_e90	CBM89+GH10	Y(1-22)	3
UKK73811.1	-	PL1(267-436)+CBM77(656-746)	PL1_e59+CBM77_e0	CBM77+PL1	Y(1-20)	3
UKK76404.1	3.2.1.185|3.2.1.-	GH143(20-564)+GH142(627-1098)	GH143_e0+GH142_e0	GH142+GH143	Y(1-22)	3
UKK76411.1	3.2.1.40	GH106(344-789)	GH106_e44	GH106	Y(1-26)	3
UKK76942.1	-	CE2(146-349)	CE2_e10	CE2	Y(1-21)	3
UKK79167.1	-	GH26(25-297)	GH26_e2	GH26	Y(1-20)	3
UKM64318.1	3.2.1.-	GH139(5-760)	GH139_e0	GH139	Y(1-20)	3
UKM65389.2	4.2.2.23|4.2.2.24|-	PL11_1(13-606)+CBM88(617-698)+CBM88(1188-1269)	PL11_e0+CBM88_e1+CBM88_e1	CBM88+CBM88+PL11_1+PL11_1	N	3
UKO71878.1	-	GT53(11-1063)	GT53_e6	GT53	N	3
UKS26892.1	4.2.2.2|-	GH148(92-246)+CBM66(1098-1252)+CBM66(1384-1525)	GH148_e8+CBM66_e11+CBM66_e6+CBM66_e6	CBM66+GH148	Y(1-35)	3
UKV64955.1	3.2.1.23	GH42(12-385)	GH42_e29	GH42	N	3
UKY91868.1	-	GT30(34-198)	GT30_e55	GT30	N	3
UKZ47371.1	-	GH132(54-314)	GH132_e1	GH132	Y(1-28)	3
UKZ47631.1	3.2.1.59	GH71(31-403)	GH71_e1	GH71	Y(1-34)	3
UKZ59206.1	2.4.1.-	GT22(14-334)	GT22_e21	GT22	N	3
UKZ82808.1	3.2.1.176|3.2.1.132|3.2.1.4	GH7(19-442)	GH7_e0	CBM1+GH7	Y(1-26)	3
ULA52274.1	2.4.1.27	GT63(1-347)	GT63_e0	GT63	N	3
ULD76159.1	2.4.99.-	GT73(57-294)	GT73_e0	GT73	N	3
ULF60042.1	4.2.2.n1	GH104(6-160)	GH104_e0	N	N	2
ULF89048.1	-	CBM69(42-167)	CBM69_e0	N	Y(1-24)	2
ULJ35342.1	3.5.1.-|3.2.1.-	CE4(102-271)+GH153(314-663)	CE4_e321+GH153_e1	CE4+GH153	N	3
ULL15152.1	-	GH169(180-353)+CBM32(646-758)+CBM66(813-948)+CBM66(1196-1344)	GH169_e0+CBM32_e26+CBM32_e26+CBM66_e20+CBM66_e20	CBM32+CBM66+GH169	Y(1-41)	3
ULL18856.1	4.2.2.7|4.2.2.8|4.2.2.-	PL21(356-425)	PL21_e1	PL21	N	3
ULM60884.1	-	CE16(28-283)	CE16_e5	CE16	N	3
ULT24437.1	N	GH177(1-250)	N	GH177	N	2
ULT94879.1	-	GT14(135-389)	GT14_e30	GT14	N	3
ULU14455.1	3.2.1.45|3.2.1.21	GH116(1307-1660)	GH116_e9	GH116	N	3
UMB61741.1	3.2.1.162	GH150(34-944)	GH150_e0	GH150	Y(1-25)	3
UMB61759.1	-	GH86(10-617)	GH86_e12	GH86	N	3
UMG94553.1	-	GH43_30(45-330)	GH43_e113	GH43	Y(1-41)	3
UML66313.1	3.2.1.1|3.2.1.41|3.2.1.68	CBM82(49-177)+CBM83(482-578)+GH13_41(841-1150)	GH13_e61	CBM82+CBM83+GH13_41	Y(1-43)	3
UMP02257.1	-	GH93(38-364)	GH93_e7	GH93	Y(1-28)	3
UMR34208.1	-	GH26(39-336)	GH26_e47	GH26	Y(1-35)	3
UMW87592.1	3.2.1.8|3.2.1.-|-	CBM89(60-365)+GH10(475-793)	CBM89_e0+GH10_e38	CBM89+GH10	Y(1-24)	3
UMY99394.1	3.1.1.-	CE17(37-200)+CBM35inCE17(222-369)	CE17_e0	CE17	N	3
UMZ01445.1	3.2.1.1|3.2.1.41	CBM82(171-292)+CBM82(299-414)+GH13_39(909-1243)	GH13_e172+GH13_e172	CBM82+GH13_39	Y(1-37)	3
UNB14165.1	-	GT10(82-381)	GT10_e25	GT10	N	3
UNB90197.1	-	GT108(13-302)	GT108_e5	GT108	N	3
UNG06952.1	-	GT17(2-295)	GT17_e0	GT17	N	3
UNI24354.1	-	AA14(1-129)	AA14_e0	N	N	2
UNK16787.1	3.2.1.39	GH81(49-689)	GH81_e12	GH81	Y(1-26)	3
UNK60754.1	-	GH38(8-266)	GH38_e31	GH38	N	3
UNL44705.1	-	GT51(111-288)	GT51_e170	GT51	N	3
UNL65625.1	3.2.1.49	GH129(3-627)	GH129_e0	GH129	N	3
UNL92259.1	3.2.1.55|3.2.1.8|3.2.1.-|3.2.1.37	GH43_16(38-359)+CBM36(382-507)+CBM36(520-633)	GH43_e261+CBM6_e6+CBM36_e0	CBM36+CBM6+GH43_16	Y(1-27)	3
UNP92828.1	3.2.1.1|-	GH13_28(93-373)+CBM74(643-952)+CBM25(1054-1132)	GH13_e34+CBM74_e0+CBM25_e7	CBM25+CBM74+GH13_28	Y(1-51)	3
UNT95756.1	3.2.1.18|-	CBM40(82-222)+CBM40(243-410)+GH33(436-882)+CBM32(1020-1147)	GH33_e34+CBM32_e7	CBM32+CBM40+GH33	Y(1-25)	3
UNZ02381.1	-	GT1(20-406)	GT1_e368	GT1	N	3
UNZ06414.1	-	GH135(16-203)	GH135_e33	GH135	N	3
UOA21233.1	-	PL9_2(3-366)	PL9_e18	GH160	N	3
UOB17848.1	-	GH146(391-962)	GH146_e8	GH146	Y(1-25)	3
UOE32162.1	3.2.1.185|3.2.1.-	GH142(37-506)	GH142_e0	GH142	Y(1-21)	3
UOE32173.1	-	GH143(10-562)	GH143_e1	GH143	N	3
UOE93064.1	-	GH113(6-314)	GH113_e3	GH113	N	3
UOG11172.1	-	PL27(70-697)	PL27_e1	PL27	N	3
UOG34691.1	-	GH171(22-388)	GH171_e1	GH171	N	3
UOH65811.1	3.2.1.169	GH84(138-430)	GH84_e9	GH84	Y(1-19)	3
UOQ51118.1	-	CE19(120-456)	CE19_e2	CE19	Y(1-23)	3
UOQ67998.1	3.2.1.31|3.2.1.185	GH137(26-364)	GH137_e0	GH137	Y(1-22)	3
UOQ77339.1	3.2.1.131	GH115(50-857)	GH115_e0	GH115	Y(1-33)	3
UOQ77693.1	-	GH158(61-192)	GH158_e11	GH158	N	3
UOU96837.1	-	GH13(49-326)	GH13_e24	GH13	Y(1-19)	3
UPG94184.1	-	CBM67(128-289)+GH78(320-828)	CBM67_e3+GH78_e32	CBM67+GH78	Y(1-20)	3
UPH74557.1	-	GH152(26-235)	GH152_e1	GH152	Y(1-29)	3
UPJ22728.1	3.2.1.20|3.2.1.1|3.2.1.133	CBM34(6-112)+GH13_21(178-492)	CBM34_e8+GH13_e88	CBM34+GH13_21	N	3
UPK73534.1	3.2.1.40|-	CBM67(343-506)+GH78(531-1028)	CBM66_e23+CBM67_e28+GH78_e12	CBM66+CBM67+GH78	Y(1-46)	3
UPO97477.1	-	PL8(425-586)	PL8_e29	PL8	Y(1-19)	3
UPQ90255.1	-	GH149(13-1139)	GH149_e1	GH149	N	3
UPR23752.1	-	CBM69(1-125)	CBM69_e3	N	N	2
UPR35907.1	-	PL12_3(307-435)	PL12_e20	PL0	N	3
UPS15125.1	3.2.1.4|3.2.1.6	GH8(23-346)	GH8_e0	GH8	Y(1-19)	3
UPS44915.1	N	CBM62(733-801)	N	CBM62	N	2
UPT33085.1	3.2.1.49	GH129(3-627)	GH129_e0	GH129	N	3
UPT60735.1	-	GT108(24-308)	GT108_e5	GT108	N	3
UPU15646.1	3.2.1.-	GH90(161-698)	GH90_e0	GH90	N	3
UPW18310.1	3.2.1.39|3.2.1.6	CBM4(56-163)	CBM4_e9	N	Y(1-19)	2
UPW42408.1	2.4.1.27	GT63(1-347)	GT63_e0	GT63	N	3
UPX20861.1	-	GT90(701-989)	GT90_e3	GT90	N	3
UPZ14911.1	3.2.1.40|-	CBM67(180-349)+GH78(372-885)	CBM67_e27+GH78_e43	CBM67+GH78	Y(1-34)	3
UQA63525.1	-	GH113(14-317)	GH113_e11	GH113	N	3
UQA84537.1	-	GH111(224-1032)	GH111_e0	GH111	Y(1-28)	3
UQB08098.1	3.2.1.22	GH36(11-678)	GH36_e2	GH36	N	3
UQC88785.1	1.1.3.38	AA4(7-553)	AA4_e0	AA4	N	3
UQK49796.1	-	GH172(88-346)	GH172_e0	GH172	N	3
UQN09893.1	3.2.1.23	GH42(19-425)	GH42_e25	GH42	N	3
UQN45071.1	3.2.1.4|3.2.1.8|3.2.1.74|3.2.1.78	CBM2(28-119)+GH5_4(172-433)	CBM2_e92+GH5_e73	CBM2+GH5	Y(1-27)	3
UQP03884.1	N	GH176(282-678)	N	GH0	N	2
UQT31642.1	3.1.1.-	CE17(37-200)+CBM35inCE17(222-369)	CE17_e0	CE17	N	3
UQT31902.1	N	CBM82(166-287)	N	CBM82	Y(1-37)	2
UQT31903.1	3.2.1.1|3.2.1.41	GH13_39(528-922)	GH13_e172	CBM82+GH13_39	N	3
UQT69367.1	3.2.1.18	GH83(24-567)	GH83_e3	GH83	N	3
UQZ26861.1	2.4.2.-	GT53(10-1130)	GT53_e1	GT53	N	3
